state,year,month,deaths
MD,2016,January,1303.0
MD,2016,February,1336.0
MD,2016,March,1381.0
MD,2016,April,1479.0
MD,2016,May,1580.0
MD,2016,June,1683.0
MD,2016,July,1758.0
MD,2016,August,1848.0
MD,2016,September,1907.0
MD,2016,October,1945.0
MD,2016,November,1997.0
MD,2016,December,2074.0
MD,2017,January,2174.0
MD,2017,February,2188.0
MD,2017,March,2230.0
MD,2017,April,2266.0
MD,2017,May,2268.0
MD,2017,June,2274.0
MD,2017,July,2259.0
MD,2017,August,2250.0
MD,2017,September,2262.0
MD,2017,October,2277.0
MD,2017,November,2284.0
MD,2015,January,936.0
MD,2015,February,964.0
MD,2015,March,969.0
MD,2015,April,970.0
MD,2015,May,975.0
MD,2015,June,965.0
MD,2015,July,976.0
MD,2015,August,996.0
MD,2015,September,1033.0
MD,2015,October,1071.0
MD,2015,November,1096.0
MD,2015,December,1130.0
MD,2016,January,1112.0
MD,2016,February,1150.0
MD,2016,March,1201.0
MD,2016,April,1286.0
MD,2016,May,1389.0
MD,2016,June,1491.0
MD,2016,July,1561.0
MD,2016,August,1640.0
MD,2016,September,1694.0
MD,2016,October,1733.0
MD,2016,November,1795.0
MD,2016,December,1866.0
MD,2017,January,1954.0
MD,2017,February,1967.0
MD,2017,March,2002.0
MD,2017,April,2036.0
MD,2017,May,2038.0
MD,2017,June,2036.0
MD,2017,July,2017.0
MD,2017,August,2008.0
MD,2017,September,2024.0
MD,2017,October,2036.0
MD,2017,November,2034.0
MD,2015,January,98.60853432281999
MD,2015,February,98.7443946188341
MD,2015,March,98.67139061116029
MD,2015,April,98.8444444444444
MD,2015,May,98.76868953386101
MD,2015,June,98.504837291117
MD,2015,July,98.6910994764398
MD,2015,August,98.46022241231822
MD,2015,September,98.43234323432341
MD,2015,October,98.4812150279776
MD,2015,November,98.28393135725429
MD,2015,December,98.4090909090909
MD,2016,January,98.54182655410591
MD,2016,February,98.65269461077841
MD,2016,March,98.7690079652426
MD,2016,April,98.64773495605141
MD,2016,May,98.8607594936709
MD,2016,June,98.7522281639929
MD,2016,July,98.8054607508532
MD,2016,August,98.8095238095238
MD,2016,September,98.8463555322496
MD,2016,October,98.7660668380463
MD,2016,November,98.8983475212819
MD,2016,December,98.794599807136
MD,2017,January,98.7120515179393
MD,2017,February,98.58318098720291
MD,2017,March,98.5201793721973
MD,2017,April,98.45542806707859
MD,2017,May,98.5008818342152
MD,2017,June,98.63676341248899
MD,2017,July,98.5834440017707
MD,2017,August,98.5333333333333
MD,2017,September,98.49690539345708
MD,2017,October,98.59464207290291
MD,2017,November,98.5113835376532
MD,2015,January,17.0
MD,2015,February,16.0
MD,2015,March,18.0
MD,2015,April,18.0
MD,2015,May,18.0
MD,2015,June,18.0
MD,2015,July,20.0
MD,2015,August,19.0
MD,2015,September,20.0
MD,2015,October,20.0
MD,2015,November,25.0
MD,2015,December,25.0
MD,2016,January,21.0
MD,2016,February,24.0
MD,2016,March,24.0
MD,2016,April,24.0
MD,2016,May,28.0
MD,2016,June,28.0
MD,2016,July,31.0
MD,2016,August,38.0
MD,2016,September,42.0
MD,2016,October,44.0
ME,2015,January,35.0
MD,2016,November,42.0
MD,2016,December,46.0
MD,2017,January,48.0
MD,2017,February,47.0
MD,2017,March,50.0
MD,2017,April,54.0
MD,2017,May,55.0
MD,2017,June,56.0
MD,2017,July,52.0
MD,2017,August,49.0
MD,2017,September,49.0
MD,2017,October,50.0
MD,2017,November,51.0
MD,2015,January,237.0
MD,2015,February,259.0
MD,2015,March,263.0
MD,2015,April,244.0
MD,2015,May,233.0
MD,2015,June,227.0
MD,2015,July,231.0
MD,2015,August,243.0
MD,2015,September,268.0
MD,2015,October,299.0
MD,2015,November,330.0
MD,2015,December,373.0
MD,2016,January,386.0
MD,2016,February,421.0
MD,2016,March,449.0
MD,2016,April,521.0
MD,2016,May,617.0
MD,2016,June,706.0
MD,2016,July,778.0
MD,2016,August,845.0
MD,2016,September,913.0
MD,2016,October,974.0
MD,2016,November,1040.0
MD,2016,December,1122.0
MD,2017,January,1224.0
MD,2017,February,1270.0
MD,2017,March,1339.0
MD,2017,April,1393.0
MD,2017,May,1425.0
MD,2017,June,1455.0
MD,2017,July,1475.0
MD,2017,August,1503.0
MD,2017,September,1533.0
MD,2017,October,1560.0
MD,2017,November,1580.0
ME,2015,January,22.0
ME,2015,February,25.0
ME,2015,March,23.0
ME,2015,April,24.0
ME,2015,May,24.0
ME,2015,June,22.0
ME,2015,July,21.0
ME,2015,August,23.0
ME,2015,September,26.0
ME,2015,October,28.0
ME,2015,November,33.0
ME,2015,December,32.0
ME,2016,January,32.0
ME,2016,February,32.0
ME,2016,March,34.0
ME,2016,April,39.0
ME,2016,May,43.0
ME,2016,June,48.0
ME,2016,July,51.0
ME,2016,August,54.0
ME,2016,September,53.0
ME,2016,October,53.0
ME,2016,November,57.0
ME,2016,December,59.0
ME,2017,January,61.0
ME,2017,February,63.0
ME,2017,March,67.0
ME,2017,April,67.0
ME,2017,May,64.0
ME,2017,June,67.0
ME,2017,July,69.0
ME,2017,August,78.0
ME,2017,September,80.0
ME,2017,October,87.0
ME,2017,November,83.0
ME,2015,January,38.0
ME,2015,February,40.0
ME,2015,March,42.0
ME,2015,April,46.0
ME,2015,May,45.0
ME,2015,June,44.0
ME,2015,July,48.0
ME,2015,August,48.0
ME,2015,September,49.0
ME,2015,October,51.0
ME,2015,November,55.0
ME,2015,December,53.0
ME,2016,January,49.0
ME,2016,February,49.0
ME,2016,March,49.0
ME,2016,April,50.0
ME,2016,May,52.0
ME,2016,June,54.0
ME,2016,July,57.0
ME,2016,August,59.0
ME,2016,September,56.0
ME,2016,October,51.0
ME,2016,November,52.0
ME,2016,December,54.0
ME,2017,January,60.0
ME,2017,February,62.0
ME,2017,March,62.0
ME,2017,April,65.0
ME,2017,May,66.0
ME,2017,June,68.0
ME,2017,July,64.0
ME,2017,August,66.0
ME,2017,September,68.0
ME,2017,October,76.0
ME,2017,November,72.0
ME,2015,February,35.0
ME,2015,March,36.0
ME,2015,April,41.0
ME,2015,May,40.0
ME,2015,June,39.0
ME,2015,July,40.0
ME,2015,August,39.0
ME,2015,September,41.0
ME,2015,October,41.0
ME,2015,November,37.0
ME,2015,December,37.0
ME,2016,January,34.0
ME,2016,February,32.0
ME,2016,March,33.0
ME,2016,April,32.0
ME,2016,May,34.0
ME,2016,June,35.0
ME,2016,July,33.0
ME,2016,August,35.0
ME,2016,September,33.0
ME,2016,October,32.0
ME,2016,November,34.0
ME,2016,December,39.0
ME,2017,January,40.0
ME,2017,February,40.0
ME,2017,March,39.0
ME,2017,April,37.0
ME,2017,May,33.0
ME,2017,June,32.0
ME,2017,July,37.0
ME,2017,August,33.0
ME,2017,September,38.0
ME,2017,October,38.0
ME,2017,November,38.0
ME,2015,January,82.0
ME,2015,February,88.0
ME,2015,March,96.0
ME,2015,April,99.0
ME,2015,May,95.0
ME,2015,June,99.0
ME,2015,July,104.0
ME,2015,December,14324.0
ME,2015,August,95.0
ME,2015,September,105.0
ME,2015,October,105.0
ME,2015,November,105.0
ME,2015,December,105.0
ME,2016,January,108.0
ME,2016,February,104.0
ME,2016,March,103.0
ME,2016,April,111.0
ME,2016,May,116.0
ME,2016,June,120.0
ME,2016,July,123.0
ME,2016,August,128.0
ME,2016,September,124.0
ME,2016,October,126.0
ME,2016,November,124.0
ME,2016,December,132.0
ME,2017,January,129.0
ME,2017,February,128.0
ME,2017,March,123.0
ME,2017,April,115.0
ME,2017,May,108.0
ME,2017,June,96.0
ME,2017,July,93.0
ME,2017,August,90.0
ME,2017,September,89.0
ME,2017,October,86.0
ME,2017,November,85.0
ME,2015,January,13627.0
ME,2015,February,13845.0
ME,2015,March,13901.0
ME,2015,April,13993.0
ME,2015,May,14023.0
ME,2015,June,14016.0
ME,2015,July,14052.0
ME,2015,August,14179.0
ME,2015,September,14296.0
ME,2015,October,14368.0
ME,2015,November,14367.0
ME,2016,January,14129.0
ME,2016,February,13952.0
ME,2016,March,13897.0
ME,2016,April,13868.0
ME,2016,May,13964.0
ME,2016,June,14059.0
ME,2016,July,14044.0
ME,2016,August,14005.0
ME,2016,September,13937.0
ME,2016,October,13923.0
ME,2016,November,13983.0
ME,2016,December,14069.0
ME,2017,January,14136.0
ME,2017,February,14224.0
ME,2017,March,14326.0
ME,2017,April,14446.0
ME,2017,May,14343.0
ME,2017,June,14363.0
ME,2017,July,14326.0
ME,2017,August,14392.0
ME,2017,September,14480.0
ME,2017,October,14468.0
ME,2017,November,14492.0
ME,2015,January,213.0
ME,2015,February,218.0
ME,2015,March,230.0
ME,2015,April,243.0
ME,2015,May,239.0
ME,2015,June,238.0
ME,2015,July,253.0
ME,2015,August,245.0
ME,2015,September,258.0
ME,2015,October,265.0
ME,2015,November,271.0
ME,2015,December,267.0
ME,2016,January,270.0
ME,2016,February,271.0
ME,2016,March,279.0
ME,2016,April,290.0
ME,2016,May,303.0
ME,2016,June,327.0
ME,2016,July,334.0
ME,2016,August,345.0
ME,2016,September,342.0
ME,2016,October,337.0
ME,2016,November,341.0
ME,2016,December,357.0
ME,2017,January,368.0
ME,2017,February,366.0
ME,2017,March,368.0
ME,2017,April,375.0
ME,2017,May,369.0
ME,2017,June,355.0
ME,2017,July,354.0
ME,2017,August,361.0
ME,2017,September,375.0
ME,2017,October,393.0
ME,2017,November,395.0
ME,2015,January,171.0
ME,2015,February,181.0
ME,2015,March,196.0
ME,2015,April,211.0
ME,2015,May,208.0
ME,2015,June,209.0
ME,2015,July,223.0
ME,2015,August,219.0
ME,2015,September,232.0
ME,2015,October,237.0
ME,2015,November,241.0
ME,2015,December,235.0
ME,2016,January,235.0
ME,2016,February,232.0
ME,2016,March,237.0
ME,2016,April,246.0
ME,2016,May,257.0
ME,2016,June,273.0
ME,2016,July,283.0
ME,2016,August,291.0
ME,2016,September,290.0
ME,2016,October,284.0
ME,2016,November,288.0
ME,2016,December,306.0
ME,2017,January,316.0
ME,2017,February,315.0
ME,2017,March,316.0
ME,2017,April,324.0
ME,2017,May,319.0
ME,2017,June,309.0
ME,2017,July,308.0
ME,2017,August,312.0
ME,2017,September,321.0
ME,2017,October,337.0
ME,2017,November,338.0
ME,2015,January,99.06103286384979
ME,2015,February,99.5412844036697
ME,2015,March,99.5652173913043
ME,2015,April,99.1769547325103
ME,2015,May,99.163179916318
ME,2015,June,99.15966386554621
ME,2015,July,99.2094861660079
ME,2015,August,99.1836734693878
ME,2015,September,99.22480620155041
ME,2015,October,98.86792452830191
ME,2015,November,98.52398523985241
ME,2015,December,98.501872659176
ME,2016,January,98.5185185185185
ME,2016,February,98.52398523985241
ME,2016,March,98.56630824372759
ME,2016,April,98.9655172413793
ME,2016,May,98.67986798679871
ME,2016,June,98.7767584097859
ME,2016,July,98.80239520958081
ME,2016,August,99.1304347826087
ME,2016,September,99.1228070175439
ME,2016,October,99.1097922848665
ME,2016,November,99.12023460410559
ME,2016,December,99.15966386554621
ME,2017,January,98.9130434782609
ME,2017,February,98.6338797814208
ME,2017,March,98.3695652173913
ME,2017,April,98.4
ME,2017,May,98.3739837398374
ME,2017,June,98.3098591549296
ME,2017,July,98.0225988700565
ME,2017,August,98.0609418282548
ME,2017,September,98.1333333333333
ME,2017,October,98.47328244274809
ME,2017,November,98.73417721518992
ME,2015,January,15.0
ME,2015,February,15.0
ME,2015,March,17.0
ME,2015,April,21.0
ME,2015,May,20.0
ME,2015,June,22.0
ME,2015,July,22.0
ME,2015,August,19.0
ME,2015,September,19.0
ME,2015,October,19.0
ME,2015,November,21.0
ME,2015,December,22.0
ME,2016,January,23.0
ME,2016,February,28.0
ME,2016,March,25.0
ME,2016,April,22.0
ME,2016,May,24.0
ME,2016,June,26.0
ME,2016,July,29.0
ME,2016,August,30.0
ME,2016,September,31.0
ME,2016,October,32.0
ME,2016,November,30.0
ME,2016,December,31.0
ME,2017,January,31.0
ME,2017,February,28.0
ME,2017,March,32.0
ME,2017,April,35.0
ME,2017,May,32.0
ME,2017,June,31.0
ME,2017,July,30.0
ME,2017,August,30.0
ME,2017,September,35.0
ME,2017,October,37.0
ME,2017,November,38.0
ME,2015,January,59.0
ME,2015,February,63.0
ME,2015,March,70.0
ME,2015,April,81.0
ME,2015,May,83.0
ME,2015,June,80.0
ME,2015,July,89.0
ME,2015,August,96.0
ME,2015,September,98.0
ME,2015,October,107.0
ME,2015,November,113.0
ME,2015,December,110.0
ME,2016,January,111.0
ME,2016,February,115.0
ME,2016,March,125.0
ME,2016,April,131.0
ME,2016,May,139.0
ME,2016,June,154.0
ME,2016,July,164.0
ME,2016,August,168.0
ME,2016,September,181.0
ME,2016,October,175.0
ME,2016,November,185.0
ME,2016,December,204.0
ME,2017,January,212.0
ME,2017,February,211.0
ME,2017,March,216.0
ME,2017,April,232.0
ME,2017,May,233.0
ME,2017,June,230.0
ME,2017,July,229.0
ME,2017,August,236.0
ME,2017,September,241.0
ME,2017,October,256.0
ME,2017,November,252.0
MI,2015,January,93274.0
MI,2015,February,93559.0
MI,2015,March,94086.0
MI,2015,April,94589.0
MI,2015,May,94659.0
MI,2015,June,94937.0
MI,2015,July,95051.0
MI,2015,August,95190.0
MI,2015,September,95072.0
MI,2015,October,95079.0
MI,2015,November,94631.0
MI,2015,December,93920.0
MI,2016,January,93137.0
MI,2016,February,93407.0
MI,2016,March,93268.0
MI,2016,April,93368.0
MI,2016,May,93535.0
MI,2016,June,93472.0
MI,2016,July,93394.0
MI,2016,August,93445.0
MI,2016,September,93753.0
MI,2016,October,93939.0
MI,2016,November,94283.0
MI,2016,December,94840.0
MI,2017,January,95466.0
MI,2017,February,95545.0
MI,2017,March,96009.0
MI,2017,April,96138.0
MI,2017,May,96114.0
MI,2017,June,96220.0
MI,2017,July,96254.0
MI,2017,August,96276.0
MI,2017,September,96102.0
MI,2017,October,95986.0
MI,2017,November,96053.0
MI,2015,January,1796.0
MI,2015,February,1822.0
MI,2015,March,1861.0
MI,2015,April,1941.0
MI,2015,May,1986.0
MI,2015,June,2012.0
MI,2015,July,2017.0
MI,2015,August,2009.0
MI,2015,September,2006.0
MI,2015,October,1997.0
MI,2015,November,1997.0
MI,2015,December,1973.0
MI,2016,January,1944.0
MI,2016,February,1963.0
MI,2016,March,1975.0
MI,2016,April,1927.0
MI,2016,May,1927.0
MI,2016,June,1926.0
MI,2016,July,1950.0
MI,2016,August,1977.0
MI,2016,September,2013.0
MI,2016,October,2108.0
MI,2016,November,2193.0
MI,2016,December,2342.0
MI,2017,January,2433.0
MI,2017,February,2465.0
MI,2017,March,2483.0
MI,2017,April,2501.0
MI,2017,May,2534.0
MI,2017,June,2570.0
MI,2017,July,2602.0
MI,2017,August,2663.0
MI,2017,September,2683.0
MI,2017,October,2664.0
MI,2017,November,2657.0
MN,2015,January,41954.0
MN,2015,February,42098.0
MN,2015,March,42319.0
MN,2015,April,42623.0
MN,2015,May,42666.0
MN,2015,June,42770.0
MN,2015,July,42851.0
MN,2015,August,43041.0
MN,2015,September,43112.0
MN,2015,October,43207.0
MN,2015,November,43022.0
MN,2015,December,42713.0
MN,2016,January,42576.0
MN,2016,February,42746.0
MN,2016,March,42655.0
MN,2016,April,42590.0
MN,2016,May,42526.0
MN,2016,June,42535.0
MN,2016,July,42556.0
MN,2016,August,42560.0
MN,2016,September,42690.0
MN,2016,October,42767.0
MN,2016,November,42946.0
MN,2016,December,43134.0
MN,2017,January,43129.0
MN,2017,February,43284.0
MN,2017,March,43481.0
MN,2017,April,43647.0
MN,2017,May,43864.0
MN,2017,June,43836.0
MN,2017,July,43878.0
MN,2017,August,43903.0
MN,2017,September,43935.0
MN,2017,October,43986.0
MN,2017,November,44139.0
MN,2015,January,530.0
MN,2015,February,523.0
MN,2015,March,529.0
MN,2015,April,541.0
MN,2015,May,550.0
MN,2015,June,544.0
MN,2015,July,549.0
MN,2015,August,563.0
MN,2015,September,574.0
MN,2015,October,586.0
MN,2015,November,588.0
MN,2015,December,592.0
MN,2016,January,607.0
MN,2016,February,631.0
MN,2016,March,626.0
MN,2016,April,627.0
MN,2016,May,631.0
MN,2016,June,649.0
MN,2016,July,645.0
MN,2016,August,649.0
MN,2016,September,647.0
MN,2016,October,638.0
MN,2016,November,654.0
MN,2016,December,664.0
MN,2017,January,655.0
MN,2017,February,652.0
MN,2017,March,664.0
MN,2017,April,668.0
MN,2017,May,676.0
MN,2017,June,685.0
MN,2017,July,686.0
MN,2017,August,698.0
MN,2017,September,720.0
MN,2017,October,727.0
MN,2017,November,729.0
MO,2015,January,60902.0
MO,2015,February,61478.0
MO,2015,March,61767.0
MO,2015,April,61945.0
MO,2015,May,62138.0
MO,2015,June,62053.0
MO,2015,July,62257.0
MO,2015,August,62314.0
MO,2015,September,62510.0
MO,2015,October,62571.0
MO,2015,November,62541.0
MO,2015,December,61995.0
MO,2016,January,61427.0
MO,2016,February,61186.0
MO,2016,March,60919.0
MO,2016,April,61039.0
MO,2016,May,60964.0
MO,2016,June,61135.0
MO,2016,July,61118.0
MO,2016,August,61319.0
MO,2016,September,61271.0
MO,2016,October,61393.0
MO,2016,November,61411.0
MO,2016,December,61888.0
MO,2017,January,62668.0
MO,2017,February,63131.0
MO,2017,March,63559.0
MO,2017,April,63353.0
MO,2017,May,63494.0
MO,2017,June,63526.0
MO,2017,July,63690.0
MO,2017,August,63752.0
MO,2017,September,63938.0
MO,2017,October,63906.0
MO,2017,November,64040.0
MO,2015,January,1108.0
MO,2015,February,1107.0
MO,2015,March,1092.0
MO,2015,April,1072.0
MO,2015,May,1093.0
MO,2015,June,1116.0
MO,2015,July,1103.0
MO,2015,August,1070.0
MO,2015,September,1081.0
MO,2015,October,1071.0
MO,2015,November,1090.0
MO,2015,December,1087.0
MO,2016,January,1096.0
MO,2016,February,1121.0
MO,2016,March,1129.0
MO,2016,April,1150.0
MO,2016,May,1147.0
MO,2016,June,1157.0
MO,2016,July,1192.0
MO,2016,August,1236.0
MO,2016,September,1247.0
MO,2016,October,1288.0
MO,2016,November,1329.0
MO,2016,December,1386.0
MO,2017,January,1393.0
MO,2017,February,1387.0
MO,2017,March,1414.0
MO,2017,April,1402.0
MO,2017,May,1402.0
MO,2017,June,1402.0
MO,2017,July,1394.0
MO,2017,August,1392.0
MO,2017,September,1421.0
MO,2017,October,1428.0
MO,2017,November,1407.0
MS,2015,January,29715.0
MS,2015,February,29969.0
MS,2015,March,30211.0
MS,2015,April,30303.0
MS,2015,May,30541.0
MS,2015,June,30703.0
MS,2015,July,30921.0
MS,2015,August,31052.0
MS,2015,September,31070.0
MS,2015,October,31167.0
MS,2015,November,31127.0
MS,2015,December,31006.0
MS,2016,January,31049.0
MS,2016,February,30918.0
MS,2016,March,30894.0
MS,2016,April,30800.0
MS,2016,May,30752.0
MS,2016,June,30689.0
MS,2016,July,30590.0
MS,2016,August,30681.0
MS,2016,September,30644.0
MS,2016,October,30712.0
MS,2016,November,30844.0
MS,2016,December,31016.0
MS,2017,January,30967.0
MS,2017,February,30963.0
MS,2017,March,30992.0
MS,2017,April,31024.0
MS,2017,May,30976.0
MS,2017,June,31047.0
MS,2017,July,31102.0
MS,2017,August,30942.0
MS,2017,September,31006.0
MS,2017,October,31020.0
MS,2017,November,31126.0
MS,2015,January,302.0
MS,2015,February,302.0
MS,2015,March,307.0
MS,2015,April,322.0
MS,2015,May,328.0
MS,2015,June,329.0
MS,2015,July,343.0
MS,2015,August,348.0
MS,2015,September,337.0
MS,2015,October,331.0
MS,2015,November,325.0
MS,2015,December,333.0
MS,2016,January,338.0
MS,2016,February,335.0
MS,2016,March,334.0
MS,2016,April,322.0
MS,2016,May,323.0
MS,2016,June,320.0
MS,2016,July,319.0
MS,2016,August,313.0
MS,2016,September,327.0
MS,2016,October,336.0
MS,2016,November,334.0
MS,2016,December,332.0
MS,2017,January,328.0
MS,2017,February,322.0
MS,2017,March,326.0
MS,2017,April,330.0
MS,2017,May,325.0
MS,2017,June,327.0
MS,2017,July,323.0
MS,2017,August,311.0
MS,2017,September,314.0
MS,2017,October,315.0
MS,2017,November,326.0
MT,2015,January,9502.0
MT,2015,February,9500.0
MT,2015,March,9476.0
MT,2015,April,9508.0
MT,2015,May,9609.0
MT,2015,June,9669.0
MT,2015,July,9716.0
MT,2015,August,9778.0
MT,2015,September,9754.0
MT,2015,October,9817.0
MT,2015,November,9779.0
MT,2015,December,9901.0
MT,2016,January,9832.0
MT,2016,February,9921.0
MT,2016,March,9939.0
MT,2016,April,9973.0
MT,2016,May,9938.0
MT,2016,June,9863.0
MT,2016,July,9913.0
MT,2016,August,9886.0
MT,2016,September,9863.0
MT,2016,October,9873.0
MT,2016,November,9904.0
MT,2016,December,9941.0
MT,2017,January,10052.0
MT,2017,February,10132.0
MT,2017,March,10232.0
MT,2017,April,10222.0
MT,2017,May,10242.0
MT,2017,June,10297.0
MT,2017,July,10284.0
MT,2017,August,10307.0
MT,2017,September,10285.0
MT,2017,October,10316.0
MT,2017,November,10342.0
MT,2015,January,121.0
MT,2015,February,125.0
MT,2015,March,129.0
MT,2015,April,126.0
MT,2015,May,135.0
MT,2015,June,132.0
MT,2015,July,128.0
MT,2015,August,121.0
MT,2015,September,125.0
MT,2015,October,126.0
MT,2015,November,128.0
MT,2015,December,131.0
MT,2016,January,126.0
MT,2016,February,120.0
MT,2016,March,125.0
MT,2016,April,128.0
MT,2016,May,123.0
MT,2016,June,121.0
MT,2016,July,127.0
MT,2016,August,130.0
MT,2016,September,123.0
MT,2016,October,120.0
MT,2016,November,120.0
MT,2016,December,114.0
MT,2017,January,119.0
MT,2017,February,131.0
MT,2017,March,128.0
MT,2017,April,125.0
MT,2017,May,127.0
MT,2017,June,124.0
MT,2017,July,119.0
MT,2017,August,117.0
MT,2017,September,119.0
MT,2017,October,123.0
MT,2017,November,115.0
NC,2015,January,220.0
NC,2015,February,237.0
NC,2015,March,245.0
NC,2015,April,241.0
NC,2015,May,254.0
NC,2015,June,254.0
NC,2015,July,262.0
NC,2015,August,262.0
NC,2015,September,276.0
NC,2015,October,297.0
NC,2015,November,309.0
NC,2015,December,313.0
NC,2016,January,343.0
NC,2016,February,341.0
NC,2016,March,358.0
NC,2016,April,381.0
NC,2016,May,396.0
NC,2016,June,420.0
NC,2016,July,428.0
NC,2016,August,461.0
NC,2016,September,464.0
NC,2016,October,464.0
NC,2016,November,482.0
NC,2016,December,496.0
NC,2017,January,510.0
NC,2017,February,533.0
NC,2017,March,550.0
NC,2017,April,551.0
NC,2017,May,557.0
NC,2017,June,573.0
NC,2017,July,587.0
NC,2017,August,588.0
NC,2017,September,608.0
NC,2017,October,624.0
NC,2017,November,616.0
NC,2015,January,270.0
NC,2015,February,285.0
NC,2015,March,295.0
NC,2015,April,310.0
NC,2015,May,319.0
NC,2015,June,323.0
NC,2015,July,321.0
NC,2015,August,317.0
NC,2015,September,323.0
NC,2015,October,344.0
NC,2015,November,368.0
NC,2015,December,381.0
NC,2016,January,402.0
NC,2016,February,409.0
NC,2016,March,421.0
NC,2016,April,421.0
NC,2016,May,437.0
NC,2016,June,463.0
NC,2016,July,475.0
NC,2016,August,508.0
NC,2016,September,526.0
NC,2016,October,528.0
NC,2016,November,529.0
NC,2016,December,547.0
NC,2017,January,560.0
NC,2017,February,556.0
NC,2017,March,551.0
NC,2017,April,550.0
NC,2017,May,541.0
NC,2017,June,528.0
NC,2017,July,522.0
NC,2017,August,507.0
NC,2017,September,508.0
NC,2017,October,487.0
NC,2017,November,471.0
NC,2015,January,127.0
NC,2015,February,121.0
NC,2015,March,124.0
NC,2015,April,122.0
NC,2015,May,118.0
NC,2015,June,126.0
NC,2015,July,120.0
NC,2015,August,109.0
NC,2015,September,112.0
NC,2015,October,109.0
NC,2015,November,106.0
NC,2015,December,106.0
NC,2016,January,106.0
NC,2016,February,106.0
NC,2016,March,104.0
NC,2016,April,104.0
NC,2016,May,114.0
NC,2016,June,113.0
NC,2016,July,118.0
NC,2016,August,119.0
NC,2016,September,116.0
NC,2016,October,111.0
NC,2016,November,118.0
NC,2016,December,117.0
NC,2017,January,122.0
NC,2017,February,123.0
NC,2017,March,127.0
NC,2017,April,129.0
NC,2017,May,114.0
NC,2017,June,106.0
NC,2017,July,106.0
NC,2017,August,112.0
NC,2017,September,109.0
NC,2017,October,99.0
NC,2017,November,88.0
NC,2015,January,479.0
NC,2015,February,466.0
NC,2015,March,472.0
NC,2015,April,486.0
NC,2015,May,493.0
NC,2015,June,500.0
NC,2015,July,510.0
NC,2015,August,512.0
NC,2015,September,530.0
NC,2015,October,537.0
NC,2015,November,548.0
NC,2015,December,555.0
NC,2016,January,565.0
NC,2016,February,564.0
NC,2016,March,581.0
NC,2016,April,587.0
NC,2016,May,590.0
NC,2016,June,602.0
NC,2016,July,614.0
NC,2016,August,614.0
NC,2016,September,608.0
NC,2016,October,612.0
NC,2016,November,599.0
NC,2016,December,597.0
NC,2017,January,594.0
NC,2017,February,603.0
NC,2017,March,579.0
NC,2017,April,553.0
NC,2017,May,539.0
NC,2017,June,529.0
NC,2017,July,509.0
NC,2017,August,519.0
NC,2017,September,508.0
NC,2017,October,487.0
NC,2017,November,476.0
NC,2015,January,87132.0
NC,2015,February,87784.0
NC,2015,March,88384.0
NC,2015,April,88620.0
NC,2015,May,88818.0
NC,2015,June,89238.0
NC,2015,July,89630.0
NC,2015,August,89864.0
NC,2015,September,90001.0
NC,2015,October,90154.0
NC,2015,November,90229.0
NC,2015,December,90025.0
NC,2016,January,89624.0
NC,2016,February,89619.0
NC,2016,March,89556.0
NC,2016,April,89779.0
NC,2016,May,90013.0
NC,2016,June,90010.0
NC,2016,July,90104.0
NC,2016,August,90243.0
NC,2016,September,90330.0
NC,2016,October,90585.0
NC,2016,November,90874.0
NC,2016,December,91350.0
NC,2017,January,91506.0
NC,2017,February,91572.0
NC,2017,March,92295.0
NC,2017,April,92535.0
NC,2017,May,92775.0
NC,2017,June,92926.0
NC,2017,July,93141.0
NC,2017,August,93482.0
NC,2017,September,93786.0
NC,2017,October,93739.0
NC,2017,November,93713.0
NC,2015,January,1359.0
NC,2015,February,1357.0
NC,2015,March,1358.0
NC,2015,April,1365.0
NC,2015,May,1389.0
NC,2015,June,1406.0
NC,2015,July,1422.0
NC,2015,August,1416.0
NC,2015,September,1439.0
NC,2015,October,1455.0
NC,2015,November,1503.0
NC,2015,December,1537.0
NC,2016,January,1589.0
NC,2016,February,1595.0
NC,2016,March,1654.0
NC,2016,April,1694.0
NC,2016,May,1736.0
NC,2016,June,1792.0
NC,2016,July,1816.0
NC,2016,August,1869.0
NC,2016,September,1880.0
NC,2016,October,1900.0
NC,2016,November,1905.0
NC,2016,December,1931.0
NC,2017,January,1969.0
NC,2017,February,2008.0
NC,2017,March,2013.0
NC,2017,April,1997.0
NC,2017,May,1983.0
NC,2017,June,2017.0
NC,2017,July,2028.0
NC,2017,August,2066.0
NC,2017,September,2107.0
NC,2017,October,2095.0
NC,2017,November,2057.0
NC,2015,January,979.0
NC,2015,February,986.0
NC,2015,March,1002.0
NC,2015,April,1020.0
NC,2015,May,1038.0
NC,2015,June,1061.0
NC,2015,July,1059.0
NC,2015,August,1046.0
NC,2015,September,1074.0
NC,2015,October,1090.0
NC,2015,November,1131.0
NC,2015,December,1159.0
NC,2016,January,1199.0
NC,2016,February,1212.0
NC,2016,March,1252.0
NC,2016,April,1278.0
NC,2016,May,1310.0
NC,2016,June,1361.0
NC,2016,July,1398.0
NC,2016,August,1444.0
NC,2016,September,1456.0
NC,2016,October,1468.0
NC,2016,November,1468.0
NC,2016,December,1497.0
NC,2017,January,1540.0
NC,2017,February,1572.0
NC,2017,March,1579.0
NC,2017,April,1566.0
NC,2017,May,1565.0
NC,2017,June,1586.0
NC,2017,July,1586.0
NC,2017,August,1638.0
NC,2017,September,1674.0
